,Word,Entity
1234,198,CARDINAL
1235,five,CARDINAL
1236,50 minutes,TIME
1237,30 minutes,TIME
1238,the same week,DATE
1239,400,CARDINAL
1240,4,CARDINAL
1241,5 hours,TIME
1242,2,CARDINAL
1243,30,CARDINAL
1244,3x,CARDINAL
1245,six months,DATE
1246,all four days,DATE
1247,176,CARDINAL
1248,48,CARDINAL
1249,one,CARDINAL
1250,like five minutes,TIME
1251,first,ORDINAL
1252,an hour,TIME
1253,7 days,DATE
1254,three,CARDINAL
1255,4 years ago,DATE
1256,3,CARDINAL
1257,8am,TIME
1258,one,CARDINAL
1259,the december 18th,DATE
1260,the end of the night,DATE
1261,720,CARDINAL
1262,two,CARDINAL
1263,2,CARDINAL
1264,300,CARDINAL
1265,1 day,DATE
1266,2,CARDINAL
1267,one,CARDINAL
1268,5 feet,QUANTITY
1269,first,ORDINAL
1270,4th,ORDINAL
1271,2day,DATE
1272,two day,DATE
1273,two hours,TIME
1274,two hours,TIME
1275,2day,DATE
1276,2 hours,TIME
1277,4 year old,DATE
1278,a weekend,DATE
1279,3,CARDINAL
1280,2 day,DATE
1281,a horrible half day,DATE
1282,15 days,DATE
1283,today,DATE
1284,first,ORDINAL
1285,1500,CARDINAL
1286,4,CARDINAL
1287,200,CARDINAL
1288,207,CARDINAL
1289,a half hour,TIME
1290,5 day,DATE
1291,only one,CARDINAL
1292,12 day,DATE
1293,4,CARDINAL
1294,5,CARDINAL
1295,more than one,CARDINAL
1296,one,CARDINAL
1297,1980s,DATE
1298,25 bucks,MONEY
1299,3d,CARDINAL
1300,two,CARDINAL
1301,70s,DATE
1302,first,ORDINAL
1303,a minute,TIME
1304,evening,TIME
1305,only an hour,TIME
1306,8 hours,TIME
1307,one,CARDINAL
1308,8,CARDINAL
1309,first,ORDINAL
1310,3 hours,TIME
1311,8,CARDINAL
1312,our day,DATE
1313,26,CARDINAL
1314,1723 2019,DATE
1315,two,CARDINAL
1316,6pm that day,DATE
1317,1,CARDINAL
1318,8,CARDINAL
1319,10,CARDINAL
1320,130,CARDINAL
1321,two,CARDINAL
1322,6,CARDINAL
1323,16,CARDINAL
1324,the last day,DATE
1325,3 night,TIME
1326,up to an hour and a half,TIME
1327,one,CARDINAL
1328,last night,TIME
1329,zero,CARDINAL
1330,first,ORDINAL
1331,over three hours,TIME
1332,15 minutes,TIME
1333,3060,DATE
1334,minutes,TIME
1335,15 minutes,TIME
1336,12,CARDINAL
1337,3050,CARDINAL
1338,about 1987,DATE
1339,1 day,DATE
1340,september,DATE
1341,early october,DATE
1342,4 hour,TIME
1343,1980,DATE
1344,first,ORDINAL
1345,one,CARDINAL
1346,second,ORDINAL
1347,one,CARDINAL
1348,one,CARDINAL
1349,third,ORDINAL
1350,roughly half,CARDINAL
1351,30,CARDINAL
1352,an hour,TIME
1353,10 to 20 minutes,TIME
1354,12pop,CARDINAL
1355,3d,CARDINAL
1356,80s,DATE
1357,the 20th,DATE
1358,3d,CARDINAL
1359,yesterday,DATE
1360,2500,CARDINAL
1361,2100,DATE
1362,two,CARDINAL
1363,100,CARDINAL
1364,three,CARDINAL
1365,second,ORDINAL
1366,our 30 year anniversary,DATE
1367,two,CARDINAL
1368,2 hours,TIME
1369,early morning and 3 hours,TIME
1370,50,CARDINAL
1371,0930,DATE
1372,under 10,DATE
1373,50,CARDINAL
1374,730,CARDINAL
1375,first,ORDINAL
1376,26,CARDINAL
1377,50,CARDINAL
1378,4,CARDINAL
1379,2 days,DATE
1380,second,ORDINAL
1381,today,DATE
1382,the first day,DATE
1383,2 hour,TIME
1384,day 2,DATE
1385,9am,TIME
1386,this morning,TIME
1387,1 hour,TIME
1388,two hours later,TIME
1389,two thirds,CARDINAL
1390,third,ORDINAL
1391,4 hours,TIME
1392,a thousand dollars,MONEY
1393,the day,DATE
1394,two,CARDINAL
1395,5 hours,TIME
1396,one,CARDINAL
1397,1,CARDINAL
1398,4d,CARDINAL
1399,2,CARDINAL
1400,almost every day,DATE
1401,3,CARDINAL
1402,4,CARDINAL
1403,5,CARDINAL
1404,300400,CARDINAL
1405,half the day,DATE
1406,6,CARDINAL
1407,7,CARDINAL
1408,6800,CARDINAL
1409,8,CARDINAL
1410,8,CARDINAL
1411,9,CARDINAL
1412,18,CARDINAL
1413,one slice 10,CARDINAL
1414,a day,DATE
1415,500,CARDINAL
1416,400,CARDINAL
1417,1030,DATE
1418,15 hours,TIME
1419,10 minute,TIME
1420,thirty five minutes,TIME
1421,2,CARDINAL
1422,2pm,TIME
1423,daily,DATE
1424,math10,PERSON
1425,10,CARDINAL
1426,4000,CARDINAL
1427,3,CARDINAL
1428,california,GPE
1429,3d,CARDINAL
1430,first,ORDINAL
1431,3,CARDINAL
1432,2,CARDINAL
1433,40,CARDINAL
1434,3,CARDINAL
1435,up to 14 days,DATE
1436,less than 2 days,DATE
1437,the week,DATE
1438,first,ORDINAL
1439,second,ORDINAL
1440,2,CARDINAL
1441,20,CARDINAL
1442,first,ORDINAL
1443,2nd,ORDINAL
1444,6,CARDINAL
1445,over 700,CARDINAL
1446,this past friday,DATE
1447,3,CARDINAL
1448,over an hour,TIME
1449,2 hours,TIME
1450,4,CARDINAL
1451,416,CARDINAL
1452,115,CARDINAL
1453,hours,TIME
1454,a few years,DATE
1455,two,CARDINAL
1456,14 day,DATE
1457,26,CARDINAL
1458,over 15 years,DATE
1459,one,CARDINAL
1460,15,CARDINAL
1461,4,CARDINAL
1462,the years,DATE
1463,over 4 years,DATE
1464,well over a decade,DATE
1465,annual,DATE
1466,the years,DATE
1467,today,DATE
1468,today,DATE
1469,one,CARDINAL
1470,4 pm,TIME
1471,about 4 minutes,TIME
1472,the remaining 4 minutes,TIME
1473,12,CARDINAL
1474,4,CARDINAL
1475,4,CARDINAL
1476,4,CARDINAL
1477,first,ORDINAL
1478,first,ORDINAL
1479,first,ORDINAL
1480,first,ORDINAL
1481,first,ORDINAL
1482,first,ORDINAL
1483,today,DATE
1484,thousands,CARDINAL
1485,the years,DATE
1486,200,CARDINAL
1487,two,CARDINAL
1488,thousands,CARDINAL
1489,up to 2 hours,TIME
1490,years,DATE
1491,two,CARDINAL
1492,one,CARDINAL
1493,half,CARDINAL
1494,half,CARDINAL
1495,50,CARDINAL
1496,over 100,CARDINAL
1497,26,CARDINAL
1498,up to 2 hours,TIME
1499,8,CARDINAL
1500,1199,DATE
1501,thousands,CARDINAL
1502,100,CARDINAL
1503,years,DATE
1504,this year,DATE
1505,only one,CARDINAL
1506,the days,DATE
1507,thursday,DATE
1508,night,TIME
1509,one,CARDINAL
1510,8,CARDINAL
1511,2 hours,TIME
1512,hundreds,CARDINAL
1513,thousands and the night,TIME
1514,40th,ORDINAL
1515,years,DATE
1516,first,ORDINAL
1517,two,CARDINAL
1518,5,CARDINAL
1519,40,CARDINAL
1520,2,CARDINAL
1521,2,CARDINAL
1522,15,CARDINAL
1523,only 2,CARDINAL
1524,halloween night,TIME
1525,4 years ago,DATE
1526,15 days,DATE
1527,over an hour,TIME
1528,another 2 hours,TIME
1529,2 hours,TIME
1530,3 saturday and,DATE
1531,sunday,DATE
1532,hours,TIME
1533,3 minutes,TIME
1534,many years,DATE
1535,26,CARDINAL
1536,70,DATE
1537,5,CARDINAL
1538,the next few years,DATE
1539,over 300,CARDINAL
1540,5,CARDINAL
1541,previous years,DATE
1542,26,CARDINAL
1543,120 minutes,TIME
1544,a few minutes,TIME
1545,next year,DATE
1546,many years,DATE
1547,year,DATE
1548,this year,DATE
1549,192,CARDINAL
1550,two people as past years,DATE
1551,over 179,CARDINAL
1552,the days,DATE
1553,3,CARDINAL
1554,unfortunately next year,DATE
1555,104,CARDINAL
1556,90 minutes,TIME
1557,2 minute,TIME
1558,6,CARDINAL
1559,45 minutes,TIME
1560,four,CARDINAL
1561,two,CARDINAL
1562,2300,CARDINAL
1563,120,CARDINAL
1564,two,CARDINAL
1565,7 hours,TIME
1566,10,CARDINAL
1567,50,CARDINAL
1568,448,CARDINAL
1569,october 2019,DATE
1570,10,CARDINAL
1571,3 hour,TIME
1572,from day,DATE
1573,25 years,DATE
1574,3 hour,TIME
1575,an hour,TIME
1576,3,CARDINAL
1577,120,CARDINAL
1578,a ton,QUANTITY
1579,october,DATE
1580,1012,DATE
1581,over 21 years,DATE
1582,first,ORDINAL
1583,90,CARDINAL
1584,4d,CARDINAL
1585,85pm,ORDINAL
1586,5,CARDINAL
1587,39,CARDINAL
1588,over 1000,CARDINAL
1589,more than 500,CARDINAL
1590,2,CARDINAL
1591,5,CARDINAL
1592,5,CARDINAL
1593,330,CARDINAL
1594,11,CARDINAL
1595,an hour,TIME
1596,4,CARDINAL
1597,2,CARDINAL
1598,90,CARDINAL
1599,159,CARDINAL
1600,the next day,DATE
1601,3rd,ORDINAL
1602,2hr,ORDINAL
1603,11hrs,DATE
1604,12,CARDINAL
1605,4,CARDINAL
1606,4th,ORDINAL
1607,3,CARDINAL
1608,four,CARDINAL
1609,two,CARDINAL
1610,two,CARDINAL
1611,one,CARDINAL
1612,october,DATE
1613,99,CARDINAL
1614,5 hour,TIME
1615,five year old,DATE
1616,five year old,DATE
1617,2 weeks,DATE
1618,the last few years,DATE
1619,about 9,CARDINAL
1620,360,CARDINAL
1621,half,CARDINAL
1622,3 months,DATE
1623,3d,CARDINAL
1624,next year,DATE
1625,first,ORDINAL
1626,one,CARDINAL
1627,american,NORP
1628,american,NORP
1629,75,CARDINAL
1630,2000,DATE
1631,one night,TIME
1632,5,CARDINAL
1633,650,CARDINAL
1634,36,CARDINAL
1635,89,CARDINAL
1636,450,CARDINAL
1637,1100,DATE
1638,one night,TIME
1639,only 60,CARDINAL
1640,30 minutes,TIME
1641,each and 100 minutes,TIME
1642,130,CARDINAL
1643,60,CARDINAL
1644,8,CARDINAL
1645,2,CARDINAL
1646,3d 4d,QUANTITY
1647,one,CARDINAL
1648,one,CARDINAL
1649,one,CARDINAL
1650,a few years ago,DATE
1651,all day,DATE
1652,5pm,TIME
1653,100,CARDINAL
1654,this year,DATE
1655,about 2 years,DATE
1656,two,CARDINAL
1657,a long weekend,DATE
1658,11 year old,DATE
1659,tonight,TIME
1660,an additional 90,CARDINAL
1661,this evening,TIME
1662,hours,TIME
1663,the months,DATE
1664,two days,DATE
1665,a few minutes,TIME
1666,another 45 minutes,TIME
1667,545,CARDINAL
1668,15 minutes,TIME
1669,530,CARDINAL
1670,555,CARDINAL
1671,515,CARDINAL
1672,6,CARDINAL
1673,615,CARDINAL
1674,5 minutes,TIME
1675,4060,DATE
1676,half,CARDINAL
1677,this year,DATE
1678,6th,ORDINAL
1679,4 weeks,DATE
1680,about 10,CARDINAL
1681,first,ORDINAL
1682,4 year old,DATE
1683,about 3 seconds,TIME
1684,hours,TIME
1685,a w minute,TIME
1686,2,CARDINAL
1687,400 bucks,MONEY
1688,2 hours,TIME
1689,2 hour,TIME
1690,96,CARDINAL
1691,the day,DATE
1692,6,CARDINAL
1693,530 30,CARDINAL
1694,50 50,CARDINAL
1695,5 an hour,TIME
1696,600 dollars,MONEY
1697,the day before,DATE
1698,11pm,TIME
1699,3d,CARDINAL
1700,a few years,DATE
1701,129,CARDINAL
1702,3d,CARDINAL
1703,170,CARDINAL
1704,the day,DATE
1705,three,CARDINAL
1706,3 and a half year old,DATE
1707,40,CARDINAL
1708,only a few dollars,MONEY
1709,85us,ORDINAL
1710,almost one,CARDINAL
1711,9,CARDINAL
1712,65,CARDINAL
1713,this year,DATE
1714,more than 90 minutes,TIME
1715,5th,ORDINAL
1716,5,CARDINAL
1717,next year,DATE
1718,two days,DATE
1719,1hr,ORDINAL
1720,12,CARDINAL
1721,two week,DATE
1722,two,CARDINAL
1723,two day,DATE
1724,over 100,CARDINAL
1725,two,CARDINAL
1726,two,CARDINAL
1727,26,CARDINAL
1728,36,CARDINAL
1729,10 minute,TIME
1730,three,CARDINAL
1731,150,CARDINAL
1732,three hours,TIME
1733,30,CARDINAL
1734,10,CARDINAL
1735,1295,DATE
1736,10,CARDINAL
1737,15,CARDINAL
1738,30,CARDINAL
1739,three,CARDINAL
1740,4,CARDINAL
1741,two,CARDINAL
1742,30mins,CARDINAL
1743,two week,DATE
1744,just over 200,CARDINAL
1745,2,CARDINAL
1746,606 dollars,MONEY
1747,years ago,DATE
1748,3 parks3 days,DATE
1749,week,DATE
1750,one,CARDINAL
1751,25,CARDINAL
1752,first,ORDINAL
1753,every hour,TIME
1754,second,ORDINAL
1755,862,CARDINAL
1756,one day,DATE
1757,3,CARDINAL
1758,350,CARDINAL
1759,second,ORDINAL
1760,2017,DATE
1761,2 years,DATE
1762,8 year old,DATE
1763,first,ORDINAL
1764,45 hours,TIME
1765,each day,DATE
1766,2 days,DATE
1767,at least 10 minutes,TIME
1768,one,CARDINAL
1769,2,CARDINAL
1770,2,CARDINAL
1771,summer,DATE
1772,5,CARDINAL
1773,two,CARDINAL
1774,10,CARDINAL
1775,3d,CARDINAL
1776,about 30 minutes,TIME
1777,the end of the day,DATE
1778,10000,CARDINAL
1779,one,CARDINAL
1780,one,CARDINAL
1781,500,CARDINAL
1782,2pm,TIME
1783,218,CARDINAL
1784,a day,DATE
1785,4d,CARDINAL
1786,3d,CARDINAL
1787,today,DATE
1788,3 hour,TIME
1789,half,CARDINAL
1790,3 hour,TIME
1791,today,DATE
1792,first,ORDINAL
1793,friday 822,DATE
1794,826,CARDINAL
1795,the first day,DATE
1796,all week,DATE
1797,only one,CARDINAL
1798,the two days,DATE
1799,one,CARDINAL
1800,day,DATE
1801,3,CARDINAL
1802,2,CARDINAL
1803,3 day,DATE
1804,3,CARDINAL
1805,1500 dollars,MONEY
1806,26,CARDINAL
1807,16,CARDINAL
1808,26,CARDINAL
1809,120,CARDINAL
1810,daily,DATE
1811,two,CARDINAL
1812,one,CARDINAL
1813,the next day,DATE
1814,3,CARDINAL
1815,one,CARDINAL
1816,seven,CARDINAL
1817,between 928 and 1140,CARDINAL
1818,about 21 man hours,TIME
1819,3 hours,TIME
1820,3 hours,TIME
1821,the beginning of the day,DATE
1822,about 2pm,TIME
1823,about 90 minutes,TIME
1824,next every half hour,TIME
1825,about 50,CARDINAL
1826,30 minutes,TIME
1827,4th,ORDINAL
1828,zero,CARDINAL
1829,26,CARDINAL
1830,2,CARDINAL
1831,3 days,DATE
1832,a day,DATE
1833,half,CARDINAL
1834,2,CARDINAL
1835,first,ORDINAL
1836,one,CARDINAL
1837,34d,DATE
1838,3d,CARDINAL
1839,1200,DATE
1840,five,CARDINAL
1841,ten year old,DATE
1842,2,CARDINAL
1843,3,CARDINAL
1844,half,CARDINAL
1845,one,CARDINAL
1846,second,ORDINAL
1847,first,ORDINAL
1848,the day,DATE
1849,first,ORDINAL
1850,100,CARDINAL
1851,3,CARDINAL
1852,second,ORDINAL
1853,one,CARDINAL
1854,one,CARDINAL
1855,a couple of thousand dollars,DATE
1856,2nd,ORDINAL
1857,ten minutes,TIME
1858,30,CARDINAL
1859,120,CARDINAL
1860,30,CARDINAL
1861,nearly 10k dollars,MONEY
1862,the 1st week,DATE
1863,one day,DATE
1864,a half day,DATE
1865,4 day,DATE
1866,day 3,DATE
1867,50,CARDINAL
1868,3,CARDINAL
1869,only 3 hours,TIME
1870,50,CARDINAL
1871,20 years,DATE
1872,6th,ORDINAL
1873,first,ORDINAL
1874,at least three minutes,TIME
1875,two,CARDINAL
1876,500,CARDINAL
1877,one,CARDINAL
1878,another three minute,TIME
1879,two,CARDINAL
1880,afternoon,TIME
1881,6,CARDINAL
1882,622,CARDINAL
1883,about 15,CARDINAL
1884,every day,DATE
1885,first,ORDINAL
1886,1600,DATE
1887,2 day,DATE
1888,6,CARDINAL
1889,first,ORDINAL
1890,last hour,TIME
1891,30 minutes,TIME
1892,zero,CARDINAL
1893,60 minutes,TIME
1894,hundreds,CARDINAL
1895,an hour,TIME
1896,3,CARDINAL
1897,a day,DATE
1898,this time of year,DATE
1899,one,CARDINAL
1900,the day,DATE
1901,5,CARDINAL
1902,zero,CARDINAL
1903,4 years ago,DATE
1904,9am,TIME
1905,8,CARDINAL
1906,10am,TIME
1907,the day,DATE
1908,2,CARDINAL
1909,4,CARDINAL
1910,650,CARDINAL
1911,4,CARDINAL
1912,1030 25,DATE
1913,two,CARDINAL
1914,75,CARDINAL
1915,6,CARDINAL
1916,315lb,QUANTITY
1917,half,CARDINAL
1918,42,CARDINAL
1919,billions,CARDINAL
1920,first,ORDINAL
1921,9am and only 3,TIME
1922,45 minutes,TIME
1923,less than a minute,TIME
1924,30,CARDINAL
1925,a couple of years ago,DATE
1926,more than 34,CARDINAL
1927,first,ORDINAL
1928,18,CARDINAL
1929,9,CARDINAL
1930,34,CARDINAL
1931,595,CARDINAL
1932,2 dollars,MONEY
1933,first,ORDINAL
1934,12,CARDINAL
1935,915,CARDINAL
1936,930,CARDINAL
1937,930,CARDINAL
1938,second,ORDINAL
1939,two,CARDINAL
1940,three,CARDINAL
1941,two,CARDINAL
1942,the day,DATE
1943,45 hours,TIME
1944,first,ORDINAL
1945,2,CARDINAL
1946,zero,CARDINAL
1947,zero,CARDINAL
1948,90,CARDINAL
1949,5,CARDINAL
1950,36,CARDINAL
1951,800,CARDINAL
1952,3 hour,TIME
1953,3 years ago,DATE
1954,1,CARDINAL
1955,2,CARDINAL
1956,summer,DATE
1957,3,CARDINAL
1958,4,CARDINAL
1959,5,CARDINAL
1960,first,ORDINAL
1961,110,CARDINAL
1962,well over 200,CARDINAL
1963,2 hour,TIME
1964,almost 40,CARDINAL
1965,1,CARDINAL
1966,first,ORDINAL
1967,a very hot day,DATE
1968,hundreds,CARDINAL
1969,90 minutes,TIME
1970,later in the morning,TIME
1971,one,CARDINAL
1972,4,CARDINAL
1973,5th,ORDINAL
1974,5th,ORDINAL
1975,3 day,DATE
1976,2,CARDINAL
1977,14yr,ORDINAL
1978,11yr,ORDINAL
1979,5 hours,TIME
1980,one,CARDINAL
1981,45 minute,TIME
1982,3 hour,TIME
1983,3 hours,TIME
1984,two,CARDINAL
1985,two,CARDINAL
1986,6 years ago,DATE
1987,the other two days,DATE
1988,september,DATE
1989,2,CARDINAL
1990,600so,PRODUCT
1991,about 550,CARDINAL
1992,more than 3,CARDINAL
1993,4,CARDINAL
1994,the day,DATE
1995,up to 2 hours,TIME
1996,550,CARDINAL
1997,about 100,CARDINAL
1998,12a,CARDINAL
1999,10add,CARDINAL
2000,25,CARDINAL
2001,700,CARDINAL
2002,2,CARDINAL
2003,3d,CARDINAL
2004,10,CARDINAL
2005,3d,CARDINAL
2006,3,CARDINAL
2007,the past week,DATE
2008,an hour,TIME
2009,about 40 minutes,TIME
2010,about 90,CARDINAL
2011,only 10,CARDINAL
2012,an hour,TIME
2013,75 minutes,TIME
2014,50 50,CARDINAL
2015,3,CARDINAL
2016,two,CARDINAL
2017,3rd,ORDINAL
2018,one,CARDINAL
2019,the 22nd of july 2019,DATE
2020,first,ORDINAL
2021,25 hours second,TIME
2022,one,CARDINAL
2023,1 hour third,TIME
2024,1 hour and a half this one,TIME
2025,15 hour,TIME
2026,5,CARDINAL
2027,friday,DATE
2028,two,CARDINAL
2029,3,CARDINAL
2030,a span of seven years,DATE
2031,day to day,DATE
2032,118,CARDINAL
2033,148,CARDINAL
2034,one,CARDINAL
2035,169,CARDINAL
2036,the day,DATE
2037,more than 300,CARDINAL
2038,2 hours,TIME
2039,over 100,CARDINAL
2040,nearly an hour,TIME
2041,500,CARDINAL
2042,1 day,DATE
2043,three,CARDINAL
2044,5 hours,TIME
2045,one,CARDINAL
2046,3d,CARDINAL
2047,4d,CARDINAL
2048,4,CARDINAL
2049,5,CARDINAL
2050,one,CARDINAL
2051,six,CARDINAL
2052,over an hour,TIME
2053,an additional 583,CARDINAL
2054,2,CARDINAL
2055,one,CARDINAL
2056,23 hours,TIME
2057,the past 40 minutes,TIME
2058,last month,DATE
2059,one,CARDINAL
2060,2 days,DATE
2061,4,CARDINAL
2062,1460 dollars,MONEY
2063,about 15 3 hours,TIME
2064,about 3,CARDINAL
2065,1500,CARDINAL
2066,two,CARDINAL
2067,10 bucks,MONEY
2068,about 15,CARDINAL
2069,300 bucks,MONEY
2070,a 12 hour day,TIME
2071,1500 bucks,MONEY
2072,1500 bucks,MONEY
2073,half,CARDINAL
2074,about 35 cents,MONEY
2075,about 400 bucks,MONEY
2076,about 30,CARDINAL
2077,1 week,DATE
2078,3 week,DATE
2079,7 day,DATE
2080,3,CARDINAL
2081,4,CARDINAL
2082,30 minutes to 3 hour,TIME
2083,yesterday,DATE
2084,26,CARDINAL
2085,180,CARDINAL
2086,130,CARDINAL
2087,25,CARDINAL
2088,4d,CARDINAL
2089,419,CARDINAL
2090,17 bucks,MONEY
2091,a day,DATE
2092,about 3 dollars,MONEY
2093,july,DATE
2094,just weeks ago,DATE
2095,8,CARDINAL
2096,12 year old,DATE
2097,only one,CARDINAL
2098,4,CARDINAL
2099,8,CARDINAL
2100,1,CARDINAL
2101,one,CARDINAL
2102,5,CARDINAL
2103,5,CARDINAL
2104,6,CARDINAL
2105,50 dollar,MONEY
2106,25 dollars,MONEY
2107,july 33,DATE
2108,37,CARDINAL
2109,one day,DATE
2110,a weeks holiday,DATE
2111,5 minutes,TIME
2112,20 minutes,TIME
2113,30 minutes,TIME
2114,june 12th,DATE
2115,half day,DATE
2116,one,CARDINAL
2117,one hour,TIME
2118,every year,DATE
2119,this year,DATE
2120,almost 2 hours,TIME
2121,one,CARDINAL
2122,210,PRODUCT
2123,one,CARDINAL
2124,one,CARDINAL
2125,700 dollars,MONEY
2126,2 hour,TIME
2127,first,ORDINAL
2128,the next day,DATE
2129,yearly,DATE
2130,only two,CARDINAL
2131,9,CARDINAL
2132,only half,CARDINAL
2133,hundreds,CARDINAL
2134,two,CARDINAL
2135,last year,DATE
2136,this year,DATE
2137,two,CARDINAL
2138,12,CARDINAL
2139,30 minutes,TIME
2140,1 hour,TIME
2141,4d,CARDINAL
2142,3d,CARDINAL
2143,14,CARDINAL
2144,each day,DATE
2145,one day,DATE
2146,first,ORDINAL
2147,about fifteen years,DATE
2148,five days,DATE
2149,early late mid day,DATE
2150,two hours,TIME
2151,5 thousand dollars,MONEY
2152,five days,DATE
2153,ten twenty years,DATE
2154,eric,PERSON
2155,up to 2 hours,TIME
2156,whole day,DATE
2157,1000,CARDINAL
2158,2000,DATE
2159,2,CARDINAL
2160,80,CARDINAL
2161,one,CARDINAL
2162,last year,DATE
2163,this year,DATE
2164,35,CARDINAL
2165,120mins,CARDINAL
2166,4 year old,DATE
2167,42,DATE
2168,34,CARDINAL
2169,50,CARDINAL
2170,42,CARDINAL
2171,six,CARDINAL
2172,16th,ORDINAL
2173,day weekend,DATE
2174,9,CARDINAL
2175,saturday,DATE
2176,4,CARDINAL
2177,sunday,DATE
2178,sunday,DATE
2179,less than an hour,TIME
2180,minutes,TIME
2181,about an hour,TIME
2182,116,CARDINAL
2183,6,CARDINAL
2184,20,CARDINAL
2185,only 2,CARDINAL
2186,one,CARDINAL
2187,half,CARDINAL
2188,85 and 90 minute,TIME
2189,one,CARDINAL
2190,first,ORDINAL
2191,first,ORDINAL
2192,first,ORDINAL
2193,2019,DATE
2194,monthly,DATE
2195,annual,DATE
2196,one,CARDINAL
2197,17 years,DATE
2198,the last few year,DATE
2199,last year,DATE
2200,my holiday last year,DATE
2201,last year,DATE
2202,years,DATE
2203,last year,DATE
2204,this year,DATE
2205,3 hour,TIME
2206,first,ORDINAL
2207,first,ORDINAL
2208,summer months,DATE
2209,two,CARDINAL
2210,about 10 minutes,TIME
2211,two,CARDINAL
2212,one,CARDINAL
2213,three or four,CARDINAL
2214,10,CARDINAL
2215,billions of dollars,MONEY
2216,first,ORDINAL
2217,first,ORDINAL
2218,first,ORDINAL
2219,four,CARDINAL
2220,first,ORDINAL
2221,90,CARDINAL
2222,125,CARDINAL
2223,1 to 2 hours,TIME
2224,third,ORDINAL
2225,55,CARDINAL
2226,1,CARDINAL
2227,2,CARDINAL
2228,3,CARDINAL
2229,first,ORDINAL
2230,hours,TIME
2231,4,CARDINAL
2232,5,CARDINAL
2233,nearly 2 hours,TIME
2234,10 minutes,TIME
2235,7 year,DATE
2236,6,CARDINAL
2237,1230 pm,TIME
2238,next morning,TIME
2239,7,CARDINAL
2240,7,CARDINAL
2241,a month,DATE
2242,about 20 years ago,DATE
2243,yesterday,DATE
2244,two,CARDINAL
2245,130,CARDINAL
2246,200,CARDINAL
2247,one,CARDINAL
2248,at least 50,CARDINAL
2249,70,CARDINAL
2250,25,CARDINAL
2251,130,CARDINAL
2252,one,CARDINAL
2253,2019,DATE
2254,two,CARDINAL
2255,two,CARDINAL
2256,4 pm,TIME
2257,november,DATE
2258,3,CARDINAL
2259,two,CARDINAL
2260,two,CARDINAL
2261,first,ORDINAL
2262,6 years ago,DATE
2263,only three,CARDINAL
2264,first,ORDINAL
2265,6000,CARDINAL
2266,6300,CARDINAL
2267,9am,TIME
2268,an extra 100,CARDINAL
2269,1 day,DATE
2270,133,CARDINAL
2271,3,CARDINAL
2272,2,CARDINAL
2273,1,CARDINAL
2274,at least one,CARDINAL
2275,three,CARDINAL
2276,3d4d,CARDINAL
2277,third,ORDINAL
2278,fourth,ORDINAL
2279,third,ORDINAL
2280,fourth,ORDINAL
2281,3d,CARDINAL
2282,150pm,ORDINAL
2283,2,CARDINAL
2284,only about 10,CARDINAL
2285,two,CARDINAL
2286,one day,DATE
2287,9am5pm,CARDINAL
2288,1 day 2,DATE
2289,2,CARDINAL
2290,25,CARDINAL
2291,june 18 the day,DATE
2292,about an hour,TIME
2293,four,CARDINAL
2294,four,CARDINAL
2295,two,CARDINAL
2296,two,CARDINAL
2297,8 years old,DATE
2298,almost a 1000,CARDINAL
2299,two,CARDINAL
2300,one day,DATE
2301,two,CARDINAL
2302,10 years old,DATE
2303,2nd,ORDINAL
2304,12,CARDINAL
2305,25,CARDINAL
2306,hours,TIME
2307,5,CARDINAL
2308,13,CARDINAL
2309,two days,DATE
2310,35,CARDINAL
2311,25 daily,DATE
2312,night,TIME
2313,130,CARDINAL
2314,60,CARDINAL
2315,billion dollar,MONEY
2316,20000,DATE
2317,friday,DATE
2318,two,CARDINAL
2319,1,CARDINAL
2320,2,CARDINAL
2321,3,CARDINAL
2322,one day,DATE
2323,25,CARDINAL
2324,first,ORDINAL
2325,third,ORDINAL
2326,2 hours,TIME
2327,third,ORDINAL
2328,2nd,ORDINAL
2329,a couple of minutes,TIME
2330,four,CARDINAL
2331,two days,DATE
2332,seven days,DATE
2333,california,GPE
2334,the summer,DATE
2335,1,CARDINAL
2336,a few minutes,TIME
2337,annual,DATE
2338,the year before last,DATE
2339,last year,DATE
2340,3 or 4d,CARDINAL
2341,nearly three,CARDINAL
2342,2237,DATE
2343,third,ORDINAL
2344,20 years,DATE
2345,almost three hundred dollars,MONEY
2346,34d,CARDINAL
2347,first night,TIME
2348,265,CARDINAL
2349,7 3,CARDINAL
2350,second,ORDINAL
2351,3,CARDINAL
2352,2 hours,TIME
2353,hours,TIME
2354,1,CARDINAL
2355,one,CARDINAL
2356,4060 minutes,TIME
2357,up to 10 minutes,TIME
2358,four,CARDINAL
2359,one,CARDINAL
2360,five days,DATE
2361,two days,DATE
2362,second,ORDINAL
2363,1,CARDINAL
2364,sixth,ORDINAL
2365,9 years ago,DATE
2366,2016,DATE
2367,the last week,DATE
2368,12,CARDINAL
2369,today,DATE
2370,another day,DATE
2371,tomorrow,DATE
2372,almost 85,CARDINAL
2373,first,ORDINAL
2374,monday,DATE
2375,45 minutes,TIME
2376,45 minutes,TIME
